sentence,sentiment
lmao u may have to wait for another season to come thru its summe boo hot nd dry ass weather,0
i can t set my feet on the ground the missing eyelid people might get me,0
my english professor would be ashamed,0
o i wish the frogs weren t becoming extinct,0
came home from cross county tired as,0
i don t want to walk home in this snow who wants to pick me up,0
lauren is being stubborn she loves you you love her i feel so bad for you though it made me cry lol,0
is grouchy and wants bmar,0
my heart is broken every morning dropping foo at pre school now i understand when moms say quot he has my heart broken quot,0
not feeling well and back hurts,0
im in the mood for some chocolate i want miniature reeses cups now,0
i can t take this heat it s like an oven in here i feel sick nwo,0
come to the chat just minutes please,0
boredd colddd internet keeps stuffing up,0
i had a horrible nightmare last night which affected my sleep now i m really tired,0
im lonely keep me company female new york,0
lost and it was st ignacius prepatory school haha,0
yeah it was really depressing stuff like that gets to me,0
no problem tongue in cheek remark lots of acronyms but no nz,0
hey you said matt was gonna go all ballistic i was disappointed good ep tho mostly,0
ugh horrible ending to the sandra kantu story prayers go out,0
i hate b allergic i want a puppy soo bad that i ve already thought some cool names,0
morning folks am yawn up amp away to see to horses hope twitter is better behaved today last night was a travesty,0
i miss mine too,0
sorry to hear about your loss there have been many this year so far,0
gossip girl was a repeat,0
i reckon,0
finding it really hard to use twitter,0
i ve been stuck in this house for two days,0
is really sad and doesn t really know y,0
no,0
maybe one of these years i ll get a tax return a girl can dream right,0
back at work tired as hell and i feel a cold coming,0
april th isn t coming soon enough,0
cream for his eye and he may have herpes not ocular herpes but a different strain he s doing okay though,0
gotta repeat whole art folio cuz old one with a whole terms work got wet,0
i m ready for the weekend already it s only monday,0
umm nope think im an insomniac plus i got the flu i lll be sleepin like a phuckin fish outta water any minute now,0
has finland sleeping for the night not really enough time,0
can t wait to try em but prolly have to wait until next weekend at the earliest,0
shiner is taking up all my bed and blankets,0
wants to cry,0
i need to go to the bank tomorrow before i go broke,0
this earthquake in italy has me sadden it s only three hours away from naples where my family is,0
i should be sleeping i have a stressed out week coming to me,0
yea i am working tp hack my server to do the player thing for folks,0
has hurt her ankle and is going to the dr,0
oh noes how did you manage to send something to the trash can and empty it without noticing i feel for ya,0
lost my free copy of radioactive so can t put it on my ipod grr and i can t go out buy nother coz it came with that paper,0
doing make up shit,0
photoshop i hate it when you crash,0
vacations makes me feel sick,0
you shouldn t have gone,0
listening to murd and th wonder just chillen out missing my crazy sex life,0
shooting be careful luisa,0
i m sure everyone has ruined my gift to you whitney has my serious cell we doing easter as well,0
is at beso in hollywood so tired,0
i don t want to wake up early tomorrow damn you work,0
just finished watching the movie prayers for bobby broke my heart,0
is myki really horrible,0
i had put my dog down today too someone ran her over,0
sorry to hear about your dnf run tonight always a risk to get bad coords on an ftf,0
i did get some disgruntled people when i wrote my esn but the hits in one day made up for it bill pulls in tops,0
ohh omg lmao i m crying right now lol kutnerrrr was the best,0
came back from running and took a shower why does my lower stomach still hurt after exercising,0
watching fallon with mom and working on a project school is hard,0
min till home time and counting i have a craving to visit the mac store but they will have closed by the time i get there,0
i am so sorry to hear that take care,0
hmmm greed is good when it motivates the individual to do better not so much when it takes away from others,0
brat you have to rub it in don t you i want a mocha,0
kutnerrrr why why and to think that is still on the show ugh kutner kal penn you ve been the bright star in ho,0
my mom has it i wish you the best of luck,0
i so hate homeworks my head hurts so bad,0
got the ebay blues item i want jumped from no bidders to over in an hour still has hours to go i d better not get my hopes up,0
